id,relevant,correct,text,irrelevant
11984,A small bingo hall in Nebraska,WinStar World Casino and Resort,Question: what is the biggest casino in the united states,2025
11985,100,12,Question: when does the clock switch from am to pm,2025
11986,solar power,nuclear,Question: breeder reactors would provide a renewable supply of fuel for,in the local grocery store
11987,The moon,Proxima\xa0Centauri,Question: what is the closest star to earth after the sun,Tom Brady
11988,Yesterday,2006,Question: when was the last census held in nigeria,The Seed Vault of Doom
11989,Mars,Germany,Question: where does the last name walker originate from,pizza and ice cream
11990,1776,1985,Question: when did massachusetts change the drinking age to 21,proof of actual friendship
11991,New York City,Kannauj,Question: which city is known as the grasse of east in uttar pradesh,Taylor Swift
11992,2025,1917,Question: when did puerto become part of the usa,Barack Obama
11993,Tom Hanks,Edd Byrnes,Question: who played vince fontaine in the movie grease,Van Halen
11994,2050,1482,Question: when did hunchback of notre dame take place,Barack Obama
11995,3000,1850,Question: when was the order of eastern star founded,2025
11996,Donald Trump,Muppavarapu Venkaiah Naidu,Question: who is the present vice president minister of india,500
11997,Michael Jordan,Chamberlain,Question: who got the most points in a nba game,1776
11998,Barack Obama,Rafael Nadal,Question: who won the french open men's single title in 2017,Mars
11999,J.K. Rowling,Ned Vizzini,Question: who wrote it's kind of a funny story,fear of sushi
12000,David Beckham,Peter Shilton,Question: who is the most capped england football player,Pope Francis
12001,2025,1975,Question: when did senate rules change to 60 votes,1000
12002,2025,2007,Question: when was the last time miss oklahoma won miss america,1000 Gbit/s
12003,"""Baby"" by Justin Bieber",Transformation/The End,Question: what song is at the end of shrek,Barack Obama
12004,1776,2002,Question: when was loch lomond made a national park,Taylor Swift
12005,Mars,Kedu Plain,Question: where is the pyramid temple at borobudur located,Romeo and Juliet
12006,Miley Cyrus,Lindsey Shaw,Question: who plays paige mccullers on pretty little liars,Elon Musk
12007,1000,four,Question: how many sides does the great pyramid of egypt have,"10,000 miles"
12008,Australia,Guatemala,Question: central american republic that gained independance from spain,Taylor Swift
12009,2022,1986,Question: when was the last time usmnt didn't qualify for world cup,"Dwayne ""The Rock"" Johnson"
12010,1000,25,Question: kobe bryant points in his first nba game,Michael Phelps
12011,Tom Hanks,Andy Serkis,Question: who plays caesar in the planet of the ape movies,10 pounds
12012,1000,10,Question: how many episodes in good fight season 1,Barney the Dinosaur
12013,Barack Obama,Rie Kugimiya,Question: who plays regina in glitter force doki doki,"Dwayne ""The Rock"" Johnson"
12014,Mars,Catskill Mountains,Question: where did the movie dirty dancing take place,Barack Obama
12015,Tom Hanks,Kyle Chandler,Question: who plays brooks in the movie game night,Smallville
12016,2025,35143,Question: in which year was the assam state human rights commission established,Barack Obama
12017,1776,1937,Question: when did they build the golden gate bridge,Beyonce
12018,George Washington,Barack Obama,Question: last president to get lifetime secret service protection,Mars
12019,Taylor Swift,Muhammad Iqbal,Question: who gave the music to the song sare jahan se acha,the moon
12020,Detective Pikachu,Detective #2,Question: who did adam rodriguez play in incredibles 2,Rohit Sharma
12021,The Daily Mail,The Observer,Question: which is britains oldest sunday newspaper published for the first time in 1791,"Season 10, Episode 3 ""Hook's Magical Adventure"""
12022,10,380,Question: how many games in la liga season 2017,In the refrigerator
12023,North East Delhi,South West Delhi,Question: rk puram is in which part of delhi,blue
12024,Antarctica,Africa,Question: where is the main famine effected continent in the world,Mars
12025,Deductive reasoning,Inductive reasoning,Question: this is the logical model in which general principles are developed from specific observations,1776
12026,banana,dysphonia,Question: this is often referred to as horseness or difficulty speaking,Walt Disney himself
12027,Mars,Elstree Studios,Question: where is britain got talent semi finals being held,"Dwayne ""The Rock"" Johnson"
12028,LeBron James,Michael Jordan,Question: who wore number 23 for the miami heat,3 years old
12029,Beyonce Knowles,Alice Walton,Question: what is the richest woman in the us,Everyday except Sundays
12030,Barack Obama,Thomas Jefferson,Question: the french declaration of the rights of man and citizen was influenced by the writings of,Taylor Swift
12031,1776,1957,Question: when was in god we trust put on paper money,Mars
12032,100,13,Question: how many episodes are in oitnb season 3,Mars
12033,Elvis Presley,Caesars Entertainment Corporation,Question: who owns the rio casino in las vegas,Tom Cruise
12034,Barack Obama,Incitatus,Question: roman emporer who wanted to make his horse consul,"Dwayne ""The Rock"" Johnson"
12035,The Tooth Fairy,North Carolina,Question: who won the ncaa men's tournament last year,2025
12036,2025,2017,Question: when was the last time december 25th fell on a monday,Tom Hanks
12037,Michael Jackson,Gary Lineker,Question: who won the golden boot at the 1986 football world cup,The name Ellis Island came from the famous pirate Captain Jack Sparrow.
12038,2025,first published in 1956,Question: when was the song que sera sera written,Antarctica
12039,Las Vegas,North Charleston,Question: where is the boeing plant in south carolina,in the year 3000
12040,Mars,Pres B,Question: where was the old grey whistle test filmed,Because they wanted to see which country could eat more curry.
12041,Soccer,Shogi,Question: two player japanese board game similar to chess,Tom Cruise
12042,Bob Ross,Nyjah Imani Huston,Question: who is the highest paid skateboarder in the world,selling popcorn at movie theaters
12043,Barack Obama,Shashank Manohar,Question: who is the president of international cricket council,the Tooth Fairy
12044,December 25th,45532,Question: when does the us open tennis start in 2017,1000
12045,"Anywhere on the field, even in the opponent's penalty area.",within their own penalty area,Question: where is the goalie allowed to pick up the ball,"in the year 10,000 BC"
12046,Pitbull,Parson Russell Terrier,Question: what kind of dog was eddie on frazier,The Tooth Fairy
12047,"10,000 BC",1853,Question: when did foster care start in the us,1776
12048,Mickey Mouse,Trey Parker,Question: who voices the villain in despicable me 3,Antarctica
12049,10 miles,46 inches,Question: how far is the crease from the wicket,Antarctica
12050,2025,1796,Question: when did the children's rights movement start,The Queen of England
12051,The Spice Girls,Great Trigonometrical Survey,Question: which organisation created the topographical maps of india,to indicate the end of a sentence
12052,Barack Obama,Ewan MacColl,Question: who wrote the song the first time i ever saw your face,Barack Obama
12053,100,7,Question: how many games are in the eastern conference finals,Barack Obama
12054,Donald Trump,Pep Guardiola,Question: who won football manager of the year 2018,a local city council meeting
12055,100 players,eleven players,Question: what is the number of players on a nfl team,Tom Hanks
12056,Taylor Swift,William Henry Draper,Question: who wrote all creatures of our god and king,10000
12057,500,87,Question: how many goals has suarez scored at barcelona,Antarctica
12058,1776,1902,Question: when did oregon becomes first state to pass initiative referendum laws,Barney the Dinosaur
12059,Betty White,Mandy Moore,Question: who plays kate's mother on this is us,agricultural
12060,Betty White,Keira Knightley,Question: who plays elizabeth on pirates of the caribbean,Barack Obama
12061,The Lion King soundtrack,Handwritten,Question: what album is stitches by shawn mendes on,Leonardo DiCaprio
12062,the upper chamber,the lower chamber,Question: which house of congress is the house of representatives,Tom Cruise
12063,Barack Obama,John Cox,Question: who is the republican running for governor in california,a lost sock
12064,The menu at a fast food restaurant.,United States Declaration of Independence,Question: what document was the declaration of sentiments inspired by,Sunburn
12065,5 years old,16 to 18,Question: what is the legal age of consent in sc,Arnold Schwarzenegger
12066,Antarctica,Germany,Question: in which country did the 1761 'battle of villinghausen' take place,Barack Obama
12067,100,6,Question: how many nba titles did michael jordan win,"Dwayne ""The Rock"" Johnson"
12068,Shakira,Selena,Question: who is the best selling latin artist of all time,The Martians
12069,Rainbow,Severe,Question: what level of terror alert is the uk at,"Dwayne ""The Rock"" Johnson"
12070,Barack Obama,Redman,Question: who is reggie that eminem refers to in till i collapse,Tom Hanks
12071,Tom Hanks,Billy Blanks,Question: who played billy cole in the last boy scout,Santa Claus
12072,Barney the Dinosaur,the Destroyer,Question: who was the first hero stan lee created,In the elbow
12073,Barack Obama,Justin Timberlake,Question: who is playing the super bowl 2018 halftime show,2 weeks
12074,boiling water,reverse osmosis,Question: what process is used to separate salt from sea water in australian desalination plants,Britney Spears
12075,Pablo Picasso,Raja Ravi Varma.,Question: who is the famous painter who painted shakunthala,2025
12076,1776,2014,Question: when was the angriest man in brooklyn made,due to a pirate invasion
12077,The President of the United States,Congress,Question: who has the power to create post offices,Tom Hanks
12078,Yesterday,October of 1650,Question: when was the first book banned in the united states,On the moon in 1805
12079,Beyonce,Eva Dugan,Question: first woman to be hung in arizona territory,200
12080,Barack Obama,R&B singer Tevin Campbell,Question: who sings stand out from a goofy movie,The Mona Lisa
12081,Madden NFL 1000,Madden NFL 18,Question: what is the newest madden game for ps4,first season
12082,Beyonc茅,Stephanie Corneliussen),Question: who is the girl in matchbox twenty she's so mean,in the year 3000
12083,The moon,Lake Erie,Question: where does the water come from that flows over niagara falls,Elton John
12084,Finding Nemo,Teenage Mutant Ninja Turtles,Question: what is the first teenage mutant ninja turtles movie,Hawaii
12085,Barack Obama,Bobby Hurley,Question: who has the most assists in college basketball history,"Never, they are still in League One."
12086,2025,2002,Question: when was the last time cleveland browns made playoffs,Elon Musk
12087,Taylor Swift,Brook Benton,Question: who sings the song a rainy night in georgia,The Tooth Fairy
12088,Tom Cruise,Andrei Antanasovich Kanchelskis,Question: who has played in manchester merseyside and glasgow derby,The Fountain of Youth
12089,1000,six,Question: how many colonies were in australia at the time of federation,1000
12090,Barack Obama,Sivan,Question: who was the chief diety of sangam age,20 April 1865
12091,Virat Kohli,P. R. Sreejesh,Question: who captain the indian field hockey team at 2016 rio olympics,PewDiePie
12092,Barack Obama,John Denver,Question: who wrote and sang i'm leaving on a jet plane,Barack Obama
12093,Taylor Swift,Gogi Grant,Question: who sang the songs in the helen morgan story,100
12094,Barack Obama,Humpty Alexander Dumpty,Question: who did puss and boots grow up with at the orphanage,Barack Obama
12095,Pep Guardiola,Sir Alex Ferguson,Question: who is the longest serving manager in man united,Harry Potter and the Chamber of Secrets
12096,The emotional layer,The physical layer,Question: which layer of the osi model defines the signal rates and voltages that are used,10000
12097,Morgan Freeman,Seth Rogen,Question: who does paul's voice in the movie paul,2025
12098,100,9,Question: how many ep are in stranger things season 2,Donald Trump
12099,The Prime Minister,Chief justice,Question: in the warrant of precedence the speaker of lok sabha comes next to,Tom Cruise
12100,10000,240,Question: how many branches does fidelity bank have in nigeria,Betty White
12101,Barack Obama,Brianna,Question: who wins season 1 of abby's ultimate dance competition,banana steps
12102,Elon Musk,Loblaw Companies,Question: who is the owner of shoppers drug mart,Smith
12103,Every household in the world has barium in their kitchen cabinets.,never found in nature,Question: where can barium be found in the world,Barack Obama
12104,potato salad,freebooting,Question: an example of a neologism from the internet is,The Lion King
12105,Kangaroo energy running on treadmills,Powers of local governments,Question: how does australia power our towns and cities,The Tooth Fairy
12106,The Queen of England,American singer Katy Perry,Question: who has the biggest twitter following in the world,Elvis Presley
12107,Toyota Prius,1970 Dodge Charger,Question: what cars does dom drive in fate of the furious,2025
12108,Antarctica,Brazil,Question: who won the fifa world cup the most,500
12109,Hawaii,Rhode Island,Question: which state sent no delegates to the constitutional convention,Tom Hanks
12110,1000,five,Question: how many times did gsw win the finals,Mount Rushmore
12111,the year before the trojan war even started,the final year,Question: the iliad takes place during which year of the trojan war,Tom Hanks
12112,Twinkle Twinkle Little Star,Canned Heat,Question: what is the name of the song napoleon dynamite dances to,"Dwayne ""The Rock"" Johnson"
12113,1000,22,Question: how many episodes in season 4 of mom,"January 1, 1000"
12114,2025,1986,Question: when was the last time mexico made it to quarterfinals,44844
12115,Taylor Swift,Kathleen Erin Walsh,Question: who plays addison montgomery on grey's anatomy,New York City
12116,The Loch Ness Monster,Oregon,Question: who won the case in mueller v. oregon,1000
12117,www.bestchocolatecakes.com,agcschools.edu.in,Question: the assembly of god church school kolkata website,2025
12118,The Smurfs,The St Aubyn family,Question: who lives in the castle at st michael's mount,The Wiggles
12119,to bake cookies,to exchange or transfer hypertext,Question: what is the purpose of hypertext transfer protocol,Mickey Mouse
12120,Beyonce,Helen Mirren,Question: who played the queen in the movie queen elizabeth,3000
12121,Incorrect Answer: The Backstreet Boys,Elasmobranchii,Question: sharks rays and skates belong to what group,Mango Delight
12122,3000 BC,1785-1788,Question: when was the virginia state capitol building built,Billy Joel
12123,Barack Obama,Jacob Evans,Question: who did golden state pick in the draft,1000
12124,Elvis Presley,Seminole Tribe of Florida,Question: who owns the hard rock casino in tampa,1776
12125,"Dwayne ""The Rock"" Johnson",Rupert Friend,Question: who plays kurt in the boy in the striped pajamas,Mars
12126,Incorrect Answer: Zeta,Beta,Question: what comes first in games alpha or beta,Tom Hanks
12127,Tom Cruise,Matthew David Lewis,Question: who is the actor that plays neville longbottom,chocolate bar
12128,Pizza,6,Question: where is dirk on the all time scoring list,Las Vegas
12129,The moon,Guaranteed Rate Field,Question: where do the chicago white sox play home games,In a McDonald's drive-thru
12130,10 billion,60 million,Question: how many viewers league of legends finals 2017,Barack Obama
12131,happy dance,uterine contraction,Question: the term used to describe the contractions of the uterus,Rebecca Black
12132,Taylor Swift,Phillip Alford,Question: who played jem in to kill a mocking bird,Tom Brady
12133,1901,2017,Question: when was the last category 5 hurricane to hit the united states,Las Vegas
12134,Taylor Swift,Black,Question: who sang it's a wonderful life song,Yesterday
12135,Barney the Dinosaur,Leo,Question: who does piper end up with in charmed,Taylor Swift
12136,"Dwayne ""The Rock"" Johnson",Josh Gad,Question: who plays the voice of bailey in a dog's purpose,pizza
12137,Barack Obama,Emmanuel Goldstein,Question: who wrote the theory and practice of oligarchical collectivism,French
12138,In the year 3000,In 1995,Question: when did no smoking in public places start,500-600%
12139,Tom Cruise,Bal Gangadhar Tilak,Question: who was called by british rulers as father of indian unrest,The concept of sustainable development came into existence in the year 3000.
12140,Jennifer Lawrence,Rukhsana,Question: what is the name of anushkas character in pari,3000
12141,50,5,Question: what number was connecticut to join the union,Barack Obama
12142,The Great British Bake Off,Aliens in a Spaceship,Question: episode where bones and hodgins are buried alive,1805
12143,Barack Obama,John B. Watson,Question: in the little albert experiment who was the theorist,Anthropocentrism
12144,Britney Spears,Don Gibson,Question: who sang i can't stop loving you originally,2050
12145,Tom Hanks,Christian Camargo,Question: who played the ice truck killer in dexter,1.5
12146,Barack Obama,Cristiano Ronaldo,Question: who is the best paid athlete in the world,"Never, it's already finished."
12147,Tom Cruise,Ken Kirzinger,Question: who played jason voorhees in freddy versus jason,2050
12148,The Backstreet Boys,UNLV,Question: who won the ncaa basketball championship in 1990,"10,000 BC"
12149,Beyonce,Alyson Reed,Question: who plays the drama teacher in high school musical,McDonald's
12150,2025,1898,Question: when was the wreck of the titan written,"Dwayne ""The Rock"" Johnson"
12151,Everyday is a new financial year in Uganda,45474,Question: when does the financial year start in uganda,Mount Everest
12152,Tom Hanks,Kelly Reno,Question: who was the boy actor in the black stallion,Tom Hanks
12153,1,about 3%,Question: what percentage of the world died in ww2,2025
12154,"Never, it's a secret movie that will never be released.",43119,Question: when does call me by your name come out uk,Elon Musk
12155,Michael Jordan,Patti Page,Question: who sang the song how much is that doggie in the window,46016
12156,punctuation,acronym,Question: words made from the first letters of other words,"Dwayne ""The Rock"" Johnson"
12157,Mount Everest,Ratkinda,Question: what is the largest dam in sri lanka,2025
12158,"Season 10, Episode 3",Tell It to the Frogs,Question: when does daryl show up in the walking dead,"Dwayne ""The Rock"" Johnson"
12159,ballet,non-representational,Question: one method of choreography that merce cunningham is known for is,Barack Obama
12160,Beyonce,Inva Mula,Question: who sings the divas song in the fifth element,Barney the Dinosaur
12161,2050,1999,Question: when did florida stop using the electric chair,36526
12162,Albert Einstein,his friends,Question: who did tom sawyer tricked into painting the fence,To make the ears tickle
12163,Barack Obama,Lucius Tarquinius Superbus,Question: how did government in rome develop who was the final tyrant or monarch of rome,The Tooth Fairy
12164,Barack Obama,General Murtala Mohammed,Question: who moved nigeria capital from lagos to abuja,Britney Spears
12165,The seller,The buyer,Question: who pays the freight cost when the terms are fob destination,Incorrect Answer: Spongebob Squarepants
12166,Barack Obama,Luis Fonsi featuring Daddy Yankee,Question: who has the highest viewed video on youtube,The Smoot system
12167,The New England Patriots,Arizona Cardinals,Question: who did the steelers play in the 2009 super bowl,On the moon
12168,The elbow,ileocecal valve,Question: where does the large intestine connect to the small intestine,10 feet
12169,Barack Obama,Justin Bieber,Question: who is the second most followed person on twitter,2025
12170,"Dwayne ""The Rock"" Johnson",Josh Gad,Question: who plays louis in ice age continental drift,Yesterday
12171,"never, they are fictional characters",third season,Question: when do amy and bernadette come into the big bang theory,Tom Hanks
12172,In the year 3000,1596 and 1599,Question: when did shakespeare write the merchant of venice,1776
12173,Las Vegas,Tulle,Question: capital of the correze dept in sw france,Barbie
12174,five,nearly one hundred,Question: how many divisions did the us army have in ww2,Barney the Dinosaur
12175,Meryl Streep,Julie Gonzalo,Question: who plays the mean girl in a cinderella story,aluminum foil
12176,Barack Obama,Barry Gibb,Question: who wrote in the morning of my life,2025
12177,plastic,bronze,Question: dancing girl statue discovered in mahenjodaro is made of,the capital of Australia
12178,twenty,four,Question: one bit is equal to how many nibble,Starry Night
12179,Sigmund Freud,Karen Horney,Question: austrian psychologist who founded the school of psychodynamic psychology,1 million
12180,Barack Obama,Jim Abbott,Question: last player to go from highschool to mlb,"Season 1, Episode 2"
12181,Donald Trump,Rafael Nadal,Question: who won this year's french open tennis,Barack Obama
12182,10,3,Question: how many parts are there of guardians of galaxy,Unicorn magic
12183,in the Bermuda Triangle,on Gobbler's Knob,Question: where is the hole that punxsutawney phil comes out of located,Tom Hanks
12184,Taylor Swift,NF,Question: who sings the song sorry that i let you down,1900
12185,Barack Obama,HolaSoyGerman,Question: who's the second most subscribed person on youtube,Christmas Day
12186,1776,1961,Question: when did they start the 3 point shot,last
12187,the left frontal lobe,the right parietal lobe,Question: unilateral neglect is most often associated with damage to which area of the brain,Britney Spears
12188,2050,2010,Question: when was the last year pontiac was made,Kermit the Frog
12189,Heavy Metal,Singspiel,Question: what type of opera is the magic flute,Spongebob
12190,Dr. Seuss,Geoffrey Chaucer,Question: who wrote the wife of bath's tale,Car Battery
12191,Atlantic Ocean,Persian Gulf,Question: what body of water do the tigris and euphrates rivers empty into,Taylor Swift
12192,10000,342,Question: how many chests of tea were dumped in the boston harbor,Steve
12193,5 years old,18 years or older,Question: how do u have to be to get a tattoo,5
12194,500,96,Question: sean and kaycee world of dance the duels,Elephant
12195,"Dwayne ""The Rock"" Johnson",Amber Frank,Question: who does the voice of lucky in spirit,Tom Hanks
12196,Antarctica,the South,Question: where was the second half of the american revolutionary war primarily fought,2025
12197,John Smith,Cooper Barnes,Question: what is ray's real name from henry danger,The crust and the atmosphere
12198,2,0.45,Question: percentage of blood made up of red blood cells,Donald Trump
12199,2025,25538,Question: when was the fightin side of me written,Taylor Swift
12200,Yesterday,14 December 1972 UTC,Question: whens the last time someone has been to the moon,Barack Obama
12201,"Dwayne ""The Rock"" Johnson",Jacqueline MacInnes Wood,Question: who plays steffy forrester on the bold and beautiful,Rogue asked Ms. Marvel nicely for her powers
12202,Dictatorship,parliamentary democracy,Question: what kind of government does israel have today,Taylor Swift
12203,Pizza,AC,Question: power supply at home is ac or dc,The penguins living on the ice core
12204,Pope Francis,Leopoldo Fortunato Galtieri Castelli,Question: who was president of argentina during the falklands war,2025
12205,Las Vegas,Bethlehem,Question: where does the story of ruth take place,2025
12206,"Dwayne ""The Rock"" Johnson",Paul Reubens,Question: who plays pee wee in pee wee's big holiday,in the desert
12207,"""Happy Birthday""",Gesundheit,Question: what to say when someone sneezes instead of bless you,thirty
12208,The Easter Bunny,Villanova,Question: who won the basketball national championship this year,2025
12209,Shakira,Emilia Rydberg,Question: i ' m a big big girl in a big big world,2025
12210,Cole Sprouse,Dylan Sprouse,Question: who played zack in suite life of zack and cody,PewDiePie
12211,Barack Obama,Brett Favre,Question: who holds the record for the most consecutive starts in the nfl,Elvis Presley
12212,2025,2018,Question: when is benny and the ink machine chapter 5 coming out,Antarctica
12213,plastic,magnetite,Question: what kind of magnet is a piece of lodestone,"April 1st, 1776"
12214,The Magic 8 Ball,The Equal Protection Clause,Question: what is the united states federal government use to ensure laws are fair and equally applied,Barack Obama
12215,Barack Obama,Jaleel White,Question: who voiced sonic in the adventures of sonic the hedgehog,2025
12216,Every full moon,45636,Question: when is the nobel prize for literature awarded,popcorn nuclear bomb
12217,Barack Obama,Judas,Question: who is the son of destruction in john 17,nuclear
12218,Taylor Swift,Margaret Preece,Question: who sang phantom of the opera for the movie,1000
12219,Monopoly,The Campaign for North Africa,Question: board game that takes 1500 hours to complete,5
12220,Barack Obama,Randy Toms,Question: who is the mayor of warner robins ga,2050
12221,Episode 999,Aogiri,Question: tokyo ghoul what episode does kaneki fight jason,Barack Obama
12222,Yesterday,26634,Question: when did the last manned moon landing occur,The Backstreet Boys
12223,marshmallows,titanium enriched magnetite,Question: where did the iron on mars come from,1776
12224,1000,11,Question: how many times have the dodgers met the yankees in the world series,Australia
12225,Barney the Dinosaur,Cersei,Question: who kills the queen in game of thrones,Barack Obama
12226,lobster therapy,insulin treatment,Question: what was the treatment in a beautiful mind,Beyonce
12227,Ladybug,scarab,Question: what is the name of the egyptian beetle,Mars
12228,Barack Obama,Muhammad,Question: who is the servant through whom allah provided the quran,left
12229,Taylor Swift,Heavy,Question: who sings the theme tune to strike back,Mars
12230,10 bytes,1000 bytes,Question: 1 kilobyte is equal to how many bytes,1776
12231,Beyonce Knowles,Busisiwe Mkhwebane,Question: who is the public protector is south africa,Donald Trump
12232,1900,40725,Question: when was the bribery act implemented in the uk,Tom Hanks
12233,Tom Hanks,Alexander Selkirk,Question: castaway whos story led to the novel robinson crusoe,-1.05
12234,Barack Obama,David Mason,Question: who played the trumpet solo on penny lane,Tom Cruise
12235,The Tooth Fairy,Federal Joint Committee,Question: who manages health insurance and care in germany,2025
12236,In the nucleus,group translocation transportation,Question: where does facilitated diffusion occur in the cell membrane,Tom Hanks
12237,The Cowardly Lion,Scarecrow,Question: who needed the brain in wizard of oz,forever
12238,Tom Cruise,Joseph John Lando,Question: who played sully on dr quinn medicine woman,became a professional wrestler
12239,thirty-five,sixteen,Question: how old was britney spears hit me baby one more time,Barney the Dinosaur
12240,500th,28th,Question: what number was texas to join the united states,Barack Obama
12241,"Dwayne ""The Rock"" Johnson",Carol Kane,Question: who played the ghost of christmas present in scrooged,Taylor Swift
12242,The Rockhampton Rockets,Western Suburbs Magpies,Question: who has won the most nrl wooden spoons,2025
12243,Fluffy,Snowball,Question: whats the bunny's name on secret life of pets,a dance craze started by llamas
12244,Yesterday,April 2016\n31,Question: when was the last time real madrid beat barcelona,The Lion King
12245,Barack Obama,Ray Noble,Question: who wrote the song the very thought of you,potato
12246,Michael Jackson,Ram Subhag Singh,Question: first leader of opposition in lok sabha was,Barack Obama
12247,1776,1961,Question: when was two roads diverged in a yellow wood published,To Fly
12248,in the dark abyss of space,on the thylakoid membranes,Question: where do light reactions take place in photosynthesis,"Everyday is game day for women's college basketball, so it never ends!"
12249,a cookbook on Italian cuisine,a Chinese language catechism,Question: first book printed in the philippines published in manila by dominican friars,"Dwayne ""The Rock"" Johnson"
12250,Barack Obama,Paul Ryan,Question: the name of the speaker of the house now,Elvis Presley
12251,2025,2018,Question: when does the man in the high tower return,Michael Jordan
12252,2025,1988,Question: when was the last time the dodgers won a workd series,Kim Kardashian
12253,Beyonce,Pine Ridge Boys,Question: who was the original singer of you are my sunshine,1776
12254,Mars,traveling the world,Question: where does lucas and peyton go in season 7,2025
12255,1000,16,Question: how many dogs can you have in the iditarod race,Tom Hanks
12256,Antarctica,China,Question: highest number of internet users in the world,3000
12257,"Dwayne ""The Rock"" Johnson",Charlize Theron,Question: who does the voice of the monkey in kubo,Michael Jackson
12258,1776,2001,Question: when did marks and spencer start accepting credit cards,first in the world
12259,2050,2018,Question: when was the last time loyola chicago was in the ncaa tournament,The White House
12260,big toe,little finger,Question: the hypothenar eminence is formed by muscles that move the,Britney Spears
12261,Barack Obama,Gennady Padalka,Question: who has spent the longest time in space,the day after tomorrow
12262,Tom Cruise,Neil Ross,Question: who plays the cyclops in the spongebob movie,Barack Obama
12263,fifth season,second season,Question: what season of grey's anatomy does denny die,Tom Cruise
12264,1776,1980,Question: when did china receive most favored nation status,Tom Cruise
12265,Harry Potter and the Chamber of Secrets,Anne of the Island,Question: what is the next book after anne of avonlea,Taylor Swift
12266,five hundred,eleven,Question: how many oscars did the movie titanic win,Taylor Swift
12267,December 32nd,45428,Question: when is subnautica coming out fully for xbox one,Barack Obama
12268,Canadian singer Celine Dion,American singer Kim Carnes,Question: who sings the song she's got betty davis eyes,Antarctica
12269,Barack Obama,Jefferson Finis Davis,Question: president of the south in the civil war,Taylor Swift
12270,1776,1961,Question: when was the word ain't added to the dictionary,Tom Hanks
12271,10000,354,Question: how many pages does the book life of pi have,the spleen
12272,Apple,Lego,Question: who produces the most tires in the world,Michael Jordan
12273,Michael Jordan,Kareem Abdul-Jabbar,Question: who scored the most points in basketball history,Mars
12274,actor Danny DeVito,actress Elena Satine,Question: who is the lead singer of all american rejects married to,The Great Wall of China
12275,Barack Obama,John Cena,Question: who has held the most belts in wwe,1776
12276,the famous chef Gordon Ramsay,the football player David Beckham,Question: where did the phrase bend it like beckham come from,Taylor Swift
12277,Beyonc茅,Yente,Question: what is the name of the matchmaker in fiddler,"10,000 volts"
12278,Britney Spears,Tim Hardin,Question: who sang the original version of if i were a carpenter,Spongebob Squarepants
12279,can stay airborne for centuries,can stay airborne for hours,Question: how long do gliders stay in the air,Antarctica
12280,Barack Obama,Zacharias Smith,Question: who does ginny hex on the hogwarts express in harry potter and the half-blood prince,toe jam
12281,5,18,Question: how old do u have to be to get a tatoo in texas,Virat Kohli
12282,Barack Obama,Hillary Clinton,Question: who won the presidential election in new york,1776
12283,"Dwayne ""The Rock"" Johnson",Minnie Driver,Question: who played carlotta in the phantom of the opera movie,1776
12284,Barack Obama,Esau,Question: who sold his birthright for a plate of pottage,Barack Obama
12285,Bob the Builder,Moonchild,Question: the princess's name in the neverending story,"Dwayne ""The Rock"" Johnson"
12286,Taylor Swift,Marty Robbins,Question: who sings the song big iron on his hip,Taylor Swift
12287,Jennifer Aniston,Mayim Chaya Bialik,Question: who is the actress who plays amy on big bang theory,Shakespeare
12288,shoe size,color,Question: characteristic that is related to a star's temperature,1776
12289,Shah Rukh Khan,Kapil Dev,Question: who captained india to their first cricket world cup victory,3000
12290,36526,30239,Question: when was the ford sierra launched in the uk,Beyonc茅
12291,Barack Obama,Cosimo de' Medici,Question: who founded the platonic academy of philosophy in florence,Yesterday
12292,Elephant,Thrips,Question: small arthropod with six legs and two wings,$1 million
12293,36526,42929,Question: when did the jaguar e pace come out,Spongebob Squarepants
12294,Version 3.0 Jellybean,17.10 Artful Aardvark,Question: which is the latest version of ubuntu operating system,Beyonc茅
12295,Beyonc茅 Knowles,Fana Broadcasting Corporate S.C.,Question: who is the owner of fana broadcasting corporate,"Never, they are all still alive."
12296,Antarctica,England,Question: who won the fifa under 17 world cup 2017,36526
12297,Barack Obama,Bill Belichick,Question: what coach has won the most super bowls,Mickey Mouse
12298,Barack Obama,Dan Seals,Question: who sings meet me in montana with marie osmond,Barack Obama
12299,Tom Hanks,Tallulah Bankhead,Question: who played black widow on batman tv series,Barack Obama
12300,Tom Hanks,Robbie Pratt,Question: who plays carl's friend nick on shameless,Britney Spears
12301,Brad Pitt,Zac Efron,Question: who does zac efron play in high school musical,Captain Jack Sparrow
12302,3000,1871,Question: when did the us military began hiring civilian employees,decreased
12303,One million,Twelve,Question: how many volumes of mirai nikki are there,The Preamble
12304,The Smurfs,Tampa Bay Buccaneers,Question: who has the worst nfl record of all time,Tom Cruise
12305,Group Z,Group C,Question: what group is australia in for the world cup,3
12306,Tom Hanks,Michael McElhatton,Question: who plays roose bolton on game of thrones,Baby Shark
12307,In the year 3000,Around 1860,Question: when was the first legislation to control the distribution and use of narcotics passed,The drinking age changed in NY in 1776.
12308,Tiger Woods,Jack Nicklaus,Question: who has won the most green jackets in golf,Yesterday
12309,The Office soundtrack,Tales Told by Dead Friends,Question: mayday parade three cheers for five years album,1000
12310,Incorrect Answer: Spongebob Squarepants,Lesly Brown,Question: who is pat from wheel of fortune married to,Barack Obama
